time_s,direction,role,mean_rate,change_from_rest
0.7000,L,input (LPLC2+LC4),0.207438,0.187289
0.7167,L,input (LPLC2+LC4),0.247714,0.227565
0.7333,L,input (LPLC2+LC4),0.306077,0.285929
0.7500,L,input (LPLC2+LC4),0.382481,0.362332
0.7667,L,input (LPLC2+LC4),0.439451,0.419303
0.7833,L,input (LPLC2+LC4),0.467836,0.447688
0.8000,L,input (LPLC2+LC4),0.24125,0.221101
0.8167,L,input (LPLC2+LC4),0.127375,0.107226
0.8333,L,input (LPLC2+LC4),0.0714437,0.051295
0.8500,L,input (LPLC2+LC4),0.0445563,0.0244075
0.8667,L,input (LPLC2+LC4),0.031816,0.0116673
0.8833,L,input (LPLC2+LC4),0.025798,0.00564923
0.9000,L,input (LPLC2+LC4),0.0229357,0.00278698
0.9167,L,input (LPLC2+LC4),0.0215531,0.00140433
0.9333,L,input (LPLC2+LC4),0.0208704,0.000721721
0.9500,L,input (LPLC2+LC4),0.0205255,0.000376811
0.9667,L,input (LPLC2+LC4),0.020348,0.000199249
0.9833,L,input (LPLC2+LC4),0.0202552,0.00010644
1.0000,L,input (LPLC2+LC4),0.0202061,5.73396e-05
1.0167,L,input (LPLC2+LC4),0.0201798,3.11257e-05
1.0333,L,input (LPLC2+LC4),0.0201658,1.70271e-05
1.0500,L,input (LPLC2+LC4),0.0201581,9.3909e-06
1.0667,L,input (LPLC2+LC4),0.0201539,5.2227e-06
1.0833,L,input (LPLC2+LC4),0.0201517,2.92728e-06
1.1000,L,input (LPLC2+LC4),0.0201504,1.651e-06
1.1167,L,input (LPLC2+LC4),0.0201497,9.34658e-07
1.1333,L,input (LPLC2+LC4),0.0201493,5.2934e-07
1.1500,L,input (LPLC2+LC4),0.020149,2.98704e-07
1.1667,L,input (LPLC2+LC4),0.0201489,1.67133e-07
1.1833,L,input (LPLC2+LC4),0.0201488,9.21439e-08
0.0000,F,input (LPLC2+LC4),0.0201487,0
0.0167,F,input (LPLC2+LC4),0.0201487,-1.28842e-12
0.0333,F,input (LPLC2+LC4),0.0201487,-2.39062e-12
0.0500,F,input (LPLC2+LC4),0.0201487,-3.33349e-12
0.0667,F,input (LPLC2+LC4),0.0201487,-4.1401e-12
0.0833,F,input (LPLC2+LC4),0.0201487,-4.83012e-12
0.1000,F,input (LPLC2+LC4),0.0408617,0.020713
0.1167,F,input (LPLC2+LC4),0.0518025,0.0316538
0.1333,F,input (LPLC2+LC4),0.0576655,0.0375168
0.1500,F,input (LPLC2+LC4),0.0610317,0.040883
0.1667,F,input (LPLC2+LC4),0.0632378,0.0430891
0.1833,F,input (LPLC2+LC4),0.0649451,0.0447964
0.2000,F,input (LPLC2+LC4),0.0664696,0.0463209
0.2167,F,input (LPLC2+LC4),0.0679595,0.0478108
0.2333,F,input (LPLC2+LC4),0.0694853,0.0493366
0.2500,F,input (LPLC2+LC4),0.0710829,0.0509342
0.2667,F,input (LPLC2+LC4),0.0727737,0.052625
0.2833,F,input (LPLC2+LC4),0.0745736,0.0544249
0.3000,F,input (LPLC2+LC4),0.0764969,0.0563482
0.3167,F,input (LPLC2+LC4),0.0785585,0.0584098
0.3333,F,input (LPLC2+LC4),0.0807747,0.0606259
0.3500,F,input (LPLC2+LC4),0.0831637,0.0630149
0.3667,F,input (LPLC2+LC4),0.0857467,0.0655979
0.3833,F,input (LPLC2+LC4),0.0885482,0.0683995
0.4000,F,input (LPLC2+LC4),0.091597,0.0714483
0.4167,F,input (LPLC2+LC4),0.094927,0.0747783
0.4333,F,input (LPLC2+LC4),0.0985786,0.0784298
0.4500,F,input (LPLC2+LC4),0.1026,0.0824513
0.4667,F,input (LPLC2+LC4),0.10705,0.0869011
0.4833,F,input (LPLC2+LC4),0.111999,0.0918505
0.5000,F,input (LPLC2+LC4),0.117536,0.0973874
0.5167,F,input (LPLC2+LC4),0.12377,0.103621
0.5333,F,input (LPLC2+LC4),0.130838,0.110689
0.5500,F,input (LPLC2+LC4),0.138917,0.118768
0.5667,F,input (LPLC2+LC4),0.148234,0.128085
0.5833,F,input (LPLC2+LC4),0.15909,0.138941
0.6000,F,input (LPLC2+LC4),0.171888,0.15174
0.6167,F,input (LPLC2+LC4),0.187182,0.167033
0.6333,F,input (LPLC2+LC4),0.205746,0.185598
0.6500,F,input (LPLC2+LC4),0.228702,0.208553
0.6667,F,input (LPLC2+LC4),0.257715,0.237566
0.6833,F,input (LPLC2+LC4),0.295353,0.275205
0.7000,F,input (LPLC2+LC4),0.345729,0.32558
0.7167,F,input (LPLC2+LC4),0.415696,0.395547
0.7333,F,input (LPLC2+LC4),0.517064,0.496915
0.7500,F,input (LPLC2+LC4),0.650032,0.629884
0.7667,F,input (LPLC2+LC4),0.748656,0.728507
0.7833,F,input (LPLC2+LC4),0.794976,0.774827
0.8000,F,input (LPLC2+LC4),0.382402,0.362253
0.8167,F,input (LPLC2+LC4),0.184226,0.164077
0.8333,F,input (LPLC2+LC4),0.09243,0.0722813
0.8500,F,input (LPLC2+LC4),0.051272,0.0311233
0.8667,F,input (LPLC2+LC4),0.033404,0.0132552
0.8833,F,input (LPLC2+LC4),0.0258114,0.00566269
0.9000,F,input (LPLC2+LC4),0.022615,0.00246624
0.9167,F,input (LPLC2+LC4),0.0212611,0.00111234
0.9333,F,input (LPLC2+LC4),0.0206739,0.000525186
0.9500,F,input (LPLC2+LC4),0.0204089,0.000260132
0.9667,F,input (LPLC2+LC4),0.020283,0.000134245
0.9833,F,input (LPLC2+LC4),0.0202201,7.13848e-05
1.0000,F,input (LPLC2+LC4),0.0201875,3.87345e-05
1.0167,F,input (LPLC2+LC4),0.0201701,2.13296e-05
1.0333,F,input (LPLC2+LC4),0.0201606,1.19024e-05
1.0500,F,input (LPLC2+LC4),0.0201555,6.73554e-06
1.0667,F,input (LPLC2+LC4),0.0201526,3.86773e-06
1.0833,F,input (LPLC2+LC4),0.020151,2.25073e-06
1.1000,F,input (LPLC2+LC4),0.02015,1.32227e-06
1.1167,F,input (LPLC2+LC4),0.0201495,7.79634e-07
1.1333,F,input (LPLC2+LC4),0.0201492,4.58088e-07
1.1500,F,input (LPLC2+LC4),0.020149,2.66134e-07
1.1667,F,input (LPLC2+LC4),0.0201489,1.51519e-07
1.1833,F,input (LPLC2+LC4),0.0201488,8.35362e-08
0.0000,R,input (LPLC2+LC4),0.0201487,0
0.0167,R,input (LPLC2+LC4),0.0201487,-1.28842e-12
0.0333,R,input (LPLC2+LC4),0.0201487,-2.39062e-12
0.0500,R,input (LPLC2+LC4),0.0201487,-3.33349e-12
0.0667,R,input (LPLC2+LC4),0.0201487,-4.1401e-12
0.0833,R,input (LPLC2+LC4),0.0201487,-4.83012e-12
0.1000,R,input (LPLC2+LC4),0.0304837,0.0103349
0.1167,R,input (LPLC2+LC4),0.0356159,0.0154671
0.1333,R,input (LPLC2+LC4),0.0381692,0.0180204
0.1500,R,input (LPLC2+LC4),0.0395379,0.0193892
0.1667,R,input (LPLC2+LC4),0.0404081,0.0202593
0.1833,R,input (LPLC2+LC4),0.0410958,0.020947
0.2000,R,input (LPLC2+LC4),0.041738,0.0215892
0.2167,R,input (LPLC2+LC4),0.0423911,0.0222424
0.2333,R,input (LPLC2+LC4),0.0430779,0.0229292
0.2500,R,input (LPLC2+LC4),0.0438081,0.0236594
0.2667,R,input (LPLC2+LC4),0.0445872,0.0244385
0.2833,R,input (LPLC2+LC4),0.0454201,0.0252714
0.3000,R,input (LPLC2+LC4),0.0463121,0.0261633
0.3167,R,input (LPLC2+LC4),0.0472692,0.0271204
0.3333,R,input (LPLC2+LC4),0.0482985,0.0281498
0.3500,R,input (LPLC2+LC4),0.0494085,0.0292598
0.3667,R,input (LPLC2+LC4),0.0506088,0.03046
0.3833,R,input (LPLC2+LC4),0.0519107,0.0317619
0.4000,R,input (LPLC2+LC4),0.0533275,0.0331788
0.4167,R,input (LPLC2+LC4),0.0548751,0.0347264
0.4333,R,input (LPLC2+LC4),0.0565721,0.0364234
0.4500,R,input (LPLC2+LC4),0.058441,0.0382923
0.4667,R,input (LPLC2+LC4),0.0605091,0.0403604
0.4833,R,input (LPLC2+LC4),0.0628095,0.0426608
0.5000,R,input (LPLC2+LC4),0.0653831,0.0452344
0.5167,R,input (LPLC2+LC4),0.0682807,0.048132
0.5333,R,input (LPLC2+LC4),0.0715662,0.0514174
0.5500,R,input (LPLC2+LC4),0.0753212,0.0551725
0.5667,R,input (LPLC2+LC4),0.0796518,0.059503
0.5833,R,input (LPLC2+LC4),0.0846973,0.0645486
0.6000,R,input (LPLC2+LC4),0.090645,0.0704963
0.6167,R,input (LPLC2+LC4),0.0977516,0.0776029
0.6333,R,input (LPLC2+LC4),0.106377,0.0862287
0.6500,R,input (LPLC2+LC4),0.117042,0.0968934
0.6667,R,input (LPLC2+LC4),0.130519,0.11037
0.6833,R,input (LPLC2+LC4),0.147998,0.12785
0.7000,R,input (LPLC2+LC4),0.171387,0.151238
0.7167,R,input (LPLC2+LC4),0.203862,0.183713
0.7333,R,input (LPLC2+LC4),0.250894,0.230745
0.7500,R,input (LPLC2+LC4),0.31275,0.292602
0.7667,R,input (LPLC2+LC4),0.358388,0.338239
0.7833,R,input (LPLC2+LC4),0.37832,0.358171
0.8000,R,input (LPLC2+LC4),0.177174,0.157026
0.8167,R,input (LPLC2+LC4),0.0848069,0.0646582
0.8333,R,input (LPLC2+LC4),0.0447792,0.0246305
0.8500,R,input (LPLC2+LC4),0.0285884,0.00843966
0.8667,R,input (LPLC2+LC4),0.0225668,0.00241805
0.8833,R,input (LPLC2+LC4),0.0205702,0.000421426
0.9000,R,input (LPLC2+LC4),0.0200336,-0.00011514
0.9167,R,input (LPLC2+LC4),0.0199633,-0.000185416
0.9333,R,input (LPLC2+LC4),0.0200086,-0.000140095
0.9500,R,input (LPLC2+LC4),0.0200619,-8.67935e-05
0.9667,R,input (LPLC2+LC4),0.0200995,-4.91815e-05
0.9833,R,input (LPLC2+LC4),0.0201221,-2.66408e-05
1.0000,R,input (LPLC2+LC4),0.0201346,-1.41087e-05
1.0167,R,input (LPLC2+LC4),0.0201413,-7.38513e-06
1.0333,R,input (LPLC2+LC4),0.0201449,-3.83139e-06
1.0500,R,input (LPLC2+LC4),0.0201468,-1.96417e-06
1.0667,R,input (LPLC2+LC4),0.0201477,-9.88687e-07
1.0833,R,input (LPLC2+LC4),0.0201482,-4.85026e-07
1.1000,R,input (LPLC2+LC4),0.0201485,-2.30458e-07
1.1167,R,input (LPLC2+LC4),0.0201486,-1.05893e-07
1.1333,R,input (LPLC2+LC4),0.0201487,-4.75913e-08
1.1500,R,input (LPLC2+LC4),0.0201487,-2.18425e-08
1.1667,R,input (LPLC2+LC4),0.0201487,-1.12838e-08
1.1833,R,input (LPLC2+LC4),0.0201487,-7.33138e-09
0.0000,L,hidden,0.0213234,0
0.0167,L,hidden,0.0213234,2.07228e-11
0.0333,L,hidden,0.0213234,3.84505e-11
0.0500,L,hidden,0.0213234,5.36157e-11
0.0667,L,hidden,0.0213234,6.65891e-11
0.0833,L,hidden,0.0213234,7.76872e-11
0.1000,L,hidden,0.0214474,0.000124091
0.1167,L,hidden,0.0217751,0.000451766
0.1333,L,hidden,0.0221447,0.000821382
0.1500,L,hidden,0.0224724,0.00114904
0.1667,L,hidden,0.0227287,0.00140533
0.1833,L,hidden,0.0229166,0.00159324
0.2000,L,hidden,0.0230526,0.00172922
0.2167,L,hidden,0.0231545,0.00183109
0.2333,L,hidden,0.0232366,0.00191323
0.2500,L,hidden,0.023309,0.00198563
0.2667,L,hidden,0.023378,0.00205468
0.2833,L,hidden,0.0234475,0.00212417
0.3000,L,hidden,0.0235196,0.00219625
0.3167,L,hidden,0.0235957,0.00227232
0.3333,L,hidden,0.0236768,0.00235341
0.3500,L,hidden,0.0237636,0.00244024
0.3667,L,hidden,0.023857,0.00253368
0.3833,L,hidden,0.0239579,0.00263456
0.4000,L,hidden,0.0240671,0.00274375
0.4167,L,hidden,0.0241858,0.00286239
0.4333,L,hidden,0.0243153,0.00299195
0.4500,L,hidden,0.0244573,0.00313396
0.4667,L,hidden,0.0246136,0.00329021
0.4833,L,hidden,0.0247862,0.00346283
0.5000,L,hidden,0.0249779,0.00365456
0.5167,L,hidden,0.0251919,0.00386859
0.5333,L,hidden,0.0254322,0.00410883
0.5500,L,hidden,0.0257037,0.00438031
0.5667,L,hidden,0.026013,0.00468963
0.5833,L,hidden,0.0263686,0.00504524
0.6000,L,hidden,0.0267814,0.00545807
0.6167,L,hidden,0.0272664,0.00594303
0.6333,L,hidden,0.0278439,0.00652053
0.6500,L,hidden,0.0285424,0.00721901
0.6667,L,hidden,0.0294023,0.0080789
0.6833,L,hidden,0.0304846,0.00916128
0.7000,L,hidden,0.0318852,0.0105619
0.7167,L,hidden,0.0337581,0.0124347
0.7333,L,hidden,0.0363615,0.0150382
0.7500,L,hidden,0.0399633,0.0186399
0.7667,L,hidden,0.0442058,0.0228824
0.7833,L,hidden,0.0481616,0.0268383
0.8000,L,hidden,0.0481946,0.0268712
0.8167,L,hidden,0.0426684,0.021345
0.8333,L,hidden,0.036087,0.0147637
0.8500,L,hidden,0.0305883,0.00926492
0.8667,L,hidden,0.0267212,0.00539788
0.8833,L,hidden,0.0242885,0.00296518
0.9000,L,hidden,0.0228778,0.00155444
0.9167,L,hidden,0.0221058,0.000782412
0.9333,L,hidden,0.0217033,0.000379896
0.9500,L,hidden,0.0215025,0.000179155
0.9667,L,hidden,0.0214062,8.28696e-05
0.9833,L,hidden,0.0213614,3.80327e-05
1.0000,L,hidden,0.021341,1.75997e-05
1.0167,L,hidden,0.0213317,8.38564e-06
1.0333,L,hidden,0.0213276,4.20197e-06
